sauna ,сауна,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
serious ,серьёзный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
Shrove Tuesday ,масленица,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
sister ,сестра,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
slim ,тонкий,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
snake ,змея,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
sofa; settee ,диван,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
son ,сын,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
staying as a guest ,в гостях,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
stomach ,живот,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
straight (hair) ,прямые (волосы),"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
study (room); office ,кабинет,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
surname ,фамилия,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
table ,стол,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
talent ,талант,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
talented ,талантливый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
teenager ,тинейджер,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
terrace ,терраса,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
thin ,худой,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
throat ,горло,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to be called (person) ,звать,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to be called (place) ,называться,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"to be healthy, fit ",быть в форме,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to look (e.g. angry/happy etc) ,выглядеть,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to seem ,казаться/по,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to stay as a guest ,гостить,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
tooth ,зуб,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
tropical fish ,тропические рыбки,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
ugly ,некрасивый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
uncle ,дядя,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
visit ,визит,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
wife ,жена,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
woman ,женщина,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
younger ,моложе,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
youth ,молодость,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
acquaintance ,знакомый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"adult, grown-up ",взрослый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
alone ,один/одна/одно,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
argument ,спор,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
body ,тело,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"brave, adventurous ",смелый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
career ,карьера,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
carpet ,ковёр,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
celebrity ,знаменитость,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"character (in film, etc) ",персонаж,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
character trait ,черта характера,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"character, nature ",характер,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"confident, sure ",уверенный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
cousin ,двоюродный брат/двоюродная сестра,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
discrimination ,дискриминация,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"eating, diet ",питание,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
elbow ,локоть,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
elder ,старший,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
elderly ,пожилой,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
example ,пример,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
faith (religious) ,вера,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
family (adjective) ,семейный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
famous ,знаменитый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
farewell ,прощальный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
feeling ,чувство,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
furnished ,меблированный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"gender, sex ",пол,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"guy, dude, bloke ",парень,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
habit ,привычка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
hall (in house) ,коридор,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
hungry ,голодный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
husband ,муж,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
initiative ,инициатива,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
invitation ,приглашение,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
knee ,колено,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
loft ,"чердак, мансарда","Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"loyal, faithful ",лояльный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
married ,замужем (f) / женат (m),"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
meeting ,встреча,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
mirror ,зеркало,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
mood ,настроение,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
neighbour ,сосед/соседка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
old age ,старость,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
old people’s home ,дом престарелых,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
older ,старше,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
oldest (brother/sister) ,самый старший,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
only child ,единственный ребёнок,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
participant ,участник,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
pensioner ,пенсионер/ка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
place of residence ,место жительства,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
project ,проект,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
racist ,расистский,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
reasonable ,разумный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"relative, relation ",родственник,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
reliable ,надёжный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
sauna (Russian-style) ,баня,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"self (myself, yourself etc) ",сам/сама/само/сами,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
selfish ,эгоистичный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
sense of humour ,чувство юмора,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
sensitive ,чувствительный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
similar ,похож/-а/-е/-и,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"study, office ",кабинет,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
survey ,опрос,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
stereotype ,стереотип,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
thin/slender ,стройный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
tired ,уставший,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to argue ,спорить,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to babysit ,смотреть за ребёнком,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to be in a good/bad mood ,быть в хорошем/плохом настроении,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to do the washing up ,мыть/по- посуду,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to feel ,чувствовать (себя),"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to get on (well) with ,быть в (хороших) отношениях с кем-то,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to move house ,переезжать/переехать,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to participate ,участвовать,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to respect ,уважать,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
to support ,поддерживать/поддержать,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
understanding ,понимание,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
unemployed ,безработный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
wages ,зарплата,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
wanted ,разыскивается,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"way of life, lifestyle ",образ жизни,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
younger ,младший,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
accordion ,аккордеон,Identity and culture: cultural life
aerobics ,аэробика,Identity and culture: cultural life
art gallery ,галерея,Identity and culture: cultural life
a sport ,вид спорта,Identity and culture: cultural life
athletics ,атлетика,Identity and culture: cultural life
badminton ,бадминтон,Identity and culture: cultural life
balalaika ,балалайка,Identity and culture: cultural life
ball ,мяч,Identity and culture: cultural life
ballet ,балет,Identity and culture: cultural life
band/group ,группа,Identity and culture: cultural life
basketball ,баскетбол,Identity and culture: cultural life
book ,книга,Identity and culture: cultural life
boxing ,бокс,Identity and culture: cultural life
camera ,фотоаппарат,Identity and culture: cultural life
cartoon ,мультфильм,Identity and culture: cultural life
cat ,кошка,Identity and culture: cultural life
CD (compact disc) ,компакт-диск,Identity and culture: cultural life
celebration ,праздник,Identity and culture: cultural life
chess ,шахматы,Identity and culture: cultural life
choir ,хор,Identity and culture: cultural life
Christmas ,Рождество,Identity and culture: cultural life
cinema (medium) ,кино,Identity and culture: cultural life
clarinet ,кларнет,Identity and culture: cultural life
"classical, classic ",классический,Identity and culture: cultural life
club ,клуб,Identity and culture: cultural life
collection ,коллекция,Identity and culture: cultural life
computer game ,компьютерная игра,Identity and culture: cultural life
concert ,концерт,Identity and culture: cultural life
cultural ,культурный,Identity and culture: cultural life
culture ,культура,Identity and culture: cultural life
cycle ,велосипед,Identity and culture: cultural life
dance ,танец,Identity and culture: cultural life
detective/police (story) ,детектив,Identity and culture: cultural life
documentary ,документальный фильм,Identity and culture: cultural life
drum ,барабан,Identity and culture: cultural life
Easter ,Пасха,Identity and culture: cultural life
event ,событие,Identity and culture: cultural life
festival ,праздник,Identity and culture: cultural life
film ,фильм,Identity and culture: cultural life
flute ,флейта,Identity and culture: cultural life
football ,футбол,Identity and culture: cultural life
free time ,свободное время,Identity and culture: cultural life
game ,игра,Identity and culture: cultural life
guitar ,гитара,Identity and culture: cultural life
gymnastics ,гимнастика,Identity and culture: cultural life
Happy birthday! ,С днём рождения!,Identity and culture: cultural life
Happy New Year! ,С Новым Годом!,Identity and culture: cultural life
hobby; leisure activity ,хобби,Identity and culture: cultural life
hockey ,хоккей,Identity and culture: cultural life
ice skating ,катание на коньках,Identity and culture: cultural life
idea ,идея,Identity and culture: cultural life
information ,информация,Identity and culture: cultural life
instrument ,инструмент,Identity and culture: cultural life
interest ,интерес,Identity and culture: cultural life
lottery ,лотерея,Identity and culture: cultural life
magazine ,журнал,Identity and culture: cultural life
method ,метод,Identity and culture: cultural life
mobile phone ,мобильный телефон,Identity and culture: cultural life
MP3 player ,MP3 плеер,Identity and culture: cultural life
music ,музыка,Identity and culture: cultural life
musical (show) ,мюзикл,Identity and culture: cultural life
New Year ,Новый год,Identity and culture: cultural life
news ,новости,Identity and culture: cultural life
nightclub ,ночной клуб,Identity and culture: cultural life
opera ,опера,Identity and culture: cultural life
orchestra ,оркестр,Identity and culture: cultural life
photo(graph) ,фото(графия),Identity and culture: cultural life
piano ,пианино,Identity and culture: cultural life
ping pong ,пинг-понг,Identity and culture: cultural life
player ,игрок,Identity and culture: cultural life
pop music ,поп-музыка,Identity and culture: cultural life
"programme, broadcast ",передача,Identity and culture: cultural life
rap ,рэп,Identity and culture: cultural life
reading ,чтение,Identity and culture: cultural life
rock music ,рок-музыка,Identity and culture: cultural life
role model ,пример,Identity and culture: cultural life
romantic ,романтический,Identity and culture: cultural life
rugby ,регби,Identity and culture: cultural life
saxophone ,саксофон,Identity and culture: cultural life
science fiction film ,научно-фантастический фильм,Identity and culture: cultural life
sculpture ,скульптура,Identity and culture: cultural life
series ,сериал,Identity and culture: cultural life
show (theatre etc) ,шоу,Identity and culture: cultural life
"show, performance ",спектакль,Identity and culture: cultural life
skate boarding ,скейтбординг,Identity and culture: cultural life
skiing ,катание на лыжах,Identity and culture: cultural life
socialising ,общение,Identity and culture: cultural life
sport ,спорт,Identity and culture: cultural life
sports ground ,спортивная площадка,Identity and culture: cultural life
sports hall ,спортзал; спортивный комплекс,Identity and culture: cultural life
sporty ,спортивный,Identity and culture: cultural life
spy film ,шпионский фильм,Identity and culture: cultural life
squash ,сквош,Identity and culture: cultural life
surfing ,серфинг,Identity and culture: cultural life
swimming ,плавание,Identity and culture: cultural life
team ,команда,Identity and culture: cultural life
television (medium) ,телевидение,Identity and culture: cultural life
tennis ,теннис,Identity and culture: cultural life
theme ,тема,Identity and culture: cultural life
thriller ,триллер,Identity and culture: cultural life
tradition ,традиция,Identity and culture: cultural life
traditional ,традиционный,Identity and culture: cultural life
to adore ,обожать,Identity and culture: cultural life
to celebrate ,отмечать/отметить,Identity and culture: cultural life
to collect ,собирать/собрать,Identity and culture: cultural life
to dance ,танцевать,Identity and culture: cultural life
to do sport ,заниматься спортом,Identity and culture: cultural life
to get married ,выходить/выйти замуж (f) / жениться/ по- (m),Identity and culture: cultural life
to socialise with ,общаться с,Identity and culture: cultural life
to take a dog out for a walk ,гулять с собакой,Identity and culture: cultural life
toy ,игрушка,Identity and culture: cultural life
(TV) channel ,(телевизионный) канал,Identity and culture: cultural life
video camera ,камера,Identity and culture: cultural life
video/computer game ,видеоигра,Identity and culture: cultural life
violin ,скрипка,Identity and culture: cultural life
volleyball ,волейбол,Identity and culture: cultural life
windsurfing ,виндсерфинг,Identity and culture: cultural life
adventure film ,приключенческий фильм,Identity and culture: cultural life
amusement ,развлечение,Identity and culture: cultural life
any (sort of) ,любой,Identity and culture: cultural life
audience ,аудитория,Identity and culture: cultural life
author ,автор,Identity and culture: cultural life
boat ,лодка,Identity and culture: cultural life
bowling (tenpin) ,боулинг,Identity and culture: cultural life
budget ,бюджет,Identity and culture: cultural life
ceremony ,церемония,Identity and culture: cultural life
Christmas tree ,ёлка,Identity and culture: cultural life
comedy ,комедия,Identity and culture: cultural life
competition ,соревнование; конкурс,Identity and culture: cultural life
drama (TV etc) ,драма,Identity and culture: cultural life
earphones ,наушники,Identity and culture: cultural life
entertainment ,развлечение,Identity and culture: cultural life
extreme sports ,экстремальные виды спорта,Identity and culture: cultural life
"fantasy (literature, film) ",фантастика,Identity and culture: cultural life
fencing ,фехтование,Identity and culture: cultural life
figure skating ,фигурное катание,Identity and culture: cultural life
genre ,жанр,Identity and culture: cultural life
goal ,гол,Identity and culture: cultural life
horror film ,фильм ужасов,Identity and culture: cultural life
knowledge ,знание,Identity and culture: cultural life
league ,лига,Identity and culture: cultural life
leisure ,досуг,Identity and culture: cultural life
melody ,мелодия,Identity and culture: cultural life
mountain bike ,горный велосипед,Identity and culture: cultural life
mountaineering ,альпинизм,Identity and culture: cultural life
play (theatre) ,пьеса,Identity and culture: cultural life
pleasure ,удовольствие,Identity and culture: cultural life
plot ,сюжет,Identity and culture: cultural life
pocket money ,карманные деньги,Identity and culture: cultural life
poet ,поэт,Identity and culture: cultural life
poetry ,поэзия,Identity and culture: cultural life
prize ,приз,Identity and culture: cultural life
prize winner ,призёр,Identity and culture: cultural life
referee ,судья,Identity and culture: cultural life
review ,отзыв,Identity and culture: cultural life
riding ,верховая езда,Identity and culture: cultural life
roller blading ,катание на роликах,Identity and culture: cultural life
sailing ,парусный спорт,Identity and culture: cultural life
short story ,рассказ; повесть f,Identity and culture: cultural life
singer ,певец/певица,Identity and culture: cultural life
soap (opera) ,мыльная опера,Identity and culture: cultural life
song ,песня,Identity and culture: cultural life
speakers ,колонки,Identity and culture: cultural life
special effects ,спецэффекты,Identity and culture: cultural life
stage ,сцена,Identity and culture: cultural life
subtitles ,субтитры,Identity and culture: cultural life
table tennis ,настольный теннис,Identity and culture: cultural life
to (be) relax(ed) ,расслаблять(ся)/расслабить(ся),Identity and culture: cultural life
to bathe ,купаться/ис,Identity and culture: cultural life
to celebrate (a public holiday/festival) ,праздновать/от,Identity and culture: cultural life
to congratulate ,поздравлять/поздравить,Identity and culture: cultural life
to create ,создавать/создать,Identity and culture: cultural life
to do gymnastics ,заниматься гимнастикой,Identity and culture: cultural life
to exercise ,делать/с- зарядку,Identity and culture: cultural life
to fish/go fishing ,ловить рыбу,Identity and culture: cultural life
to go for a walk/stroll ,гулять/по,Identity and culture: cultural life
"to hike, ramble ",ходить/идти//пойти в походку,Identity and culture: cultural life
"to manage, control ",управлять,Identity and culture: cultural life
"to occupy oneself, do ",заниматься/заняться,Identity and culture: cultural life
to participate ,участвовать,Identity and culture: cultural life
to roller-skate ,кататься на роликах,Identity and culture: cultural life
to sail ,заниматься парусным спортом,Identity and culture: cultural life
to score a goal ,забивать/забить гол,Identity and culture: cultural life
to sew ,шить/с,Identity and culture: cultural life
to skateboard ,кататься на скейтборде,Identity and culture: cultural life
to swim ,плавать/плыть//поплыть,Identity and culture: cultural life
to take part (in) ,принимать/принять участие,Identity and culture: cultural life
to train ,тренировать(ся),Identity and culture: cultural life
tournament ,турнир,Identity and culture: cultural life
training ,тренировка,Identity and culture: cultural life
trumpet ,труба,Identity and culture: cultural life
unforgettable ,незабываемый,Identity and culture: cultural life
viewer ,зритель,Identity and culture: cultural life
writer ,писатель,Identity and culture: cultural life
Xbox ,игровая приставка Xbox,Identity and culture: cultural life
youth club ,молодёжный клуб,Identity and culture: cultural life
advantage ,преимущество,Identity and culture: using social media
blog ,блог,Identity and culture: using social media
chatroom ,чат,Identity and culture: using social media
computer ,компьютер,Identity and culture: using social media
disadvantage ,недостаток,Identity and culture: using social media
disk ,диск,Identity and culture: using social media
electronic ,электронный,Identity and culture: using social media
email ,электронная почта,Identity and culture: using social media
internet ,интернет,Identity and culture: using social media
laptop ,лэптоп,Identity and culture: using social media
new technology ,новая технология,Identity and culture: using social media
programme ,программа,Identity and culture: using social media
risk ,риск,Identity and culture: using social media
screen ,экран,Identity and culture: using social media
social media ,социальные медиа,Identity and culture: using social media
technology ,технология,Identity and culture: using social media
to chat online ,разговаривать онлайн,Identity and culture: using social media
to download ,скачивать/скачать,Identity and culture: using social media
to use ,пользоваться/ис,Identity and culture: using social media
use of technology ,использование технологии,Identity and culture: using social media
virtual ,виртуальный,Identity and culture: using social media
virus ,вирус,Identity and culture: using social media
web ,веб,Identity and culture: using social media
web page ,веб-страница,Identity and culture: using social media
webcam ,веб-камера,Identity and culture: using social media
website ,вебсайт,Identity and culture: using social media
connection ,связь,Identity and culture: using social media
gadget ,гаджет,Identity and culture: using social media
homepage ,главная страница,Identity and culture: using social media
page ,страница,Identity and culture: using social media
password ,пароль,Identity and culture: using social media
social network ,социальная сеть; соцсеть f,Identity and culture: using social media
technical ,технический,Identity and culture: using social media
"to be concerned, worried ",беспокоиться/по-,Identity and culture: using social media
"to erase, delete ",удалять/удалить,Identity and culture: using social media
to load ,загружать/загрузить,Identity and culture: using social media
"to save, to store ",сохранять/сохранить,Identity and culture: using social media
to surf (the net) ,бродить/по- по интернету,Identity and culture: using social media
to type ,печатать/на,Identity and culture: using social media
"to worry, concern ",беспокоить/по,Identity and culture: using social media
to upload ,загружать/загрузить,Identity and culture: using social media
accommodation ,жильё,"Local area, holiday and travel"
air ,воздух,"Local area, holiday and travel"
airport ,аэропорт,"Local area, holiday and travel"
aquarium ,аквариум,"Local area, holiday and travel"
area (in town) ,(городской) район,"Local area, holiday and travel"
art gallery ,галерея,"Local area, holiday and travel"
atlas ,атлас,"Local area, holiday and travel"
back ,обратно,"Local area, holiday and travel"
balcony ,балкон,"Local area, holiday and travel"
bank ,банк,"Local area, holiday and travel"
bar ,бар,"Local area, holiday and travel"
barbecue ,барбекю,"Local area, holiday and travel"
bath ,ванна,"Local area, holiday and travel"
bathroom ,ванная,"Local area, holiday and travel"
beach ,пляж,"Local area, holiday and travel"
bed ,кровать,"Local area, holiday and travel"
bicycle/bike ,велосипед,"Local area, holiday and travel"
boat ,лодка,"Local area, holiday and travel"
bowling alley ,боулинг,"Local area, holiday and travel"
brand/make ,марка,"Local area, holiday and travel"
bridge ,мост,"Local area, holiday and travel"
brochure ,брошюра,"Local area, holiday and travel"
building ,здание,"Local area, holiday and travel"
bus (by bus) ,автобус (автобусом),"Local area, holiday and travel"
bus stop ,автобусная остановка,"Local area, holiday and travel"
bus/coach station ,автовокзал,"Local area, holiday and travel"
business ,бизнес,"Local area, holiday and travel"
café ,кафе,"Local area, holiday and travel"
camp ,лагерь m,"Local area, holiday and travel"
campsite ,кемпинг,"Local area, holiday and travel"
capital city ,столица,"Local area, holiday and travel"
car ,машина,"Local area, holiday and travel"
"car, automobile ",автомобиль,"Local area, holiday and travel"
cathedral ,собор,"Local area, holiday and travel"
centre ,центр,"Local area, holiday and travel"
chemist's ,аптека,"Local area, holiday and travel"
cheque; receipt ,чек,"Local area, holiday and travel"
church ,церковь,"Local area, holiday and travel"
cinema (building) ,кинотеатр,"Local area, holiday and travel"
circus ,цирк,"Local area, holiday and travel"
closed ,закрыт,"Local area, holiday and travel"
coach ,автобус,"Local area, holiday and travel"
coast ,берег моря,"Local area, holiday and travel"
concert ,концерт,"Local area, holiday and travel"
country (i.e. nation) ,страна,"Local area, holiday and travel"
countryside ,деревня,"Local area, holiday and travel"
credit card ,кредитная карточка,"Local area, holiday and travel"
department (in a shop) ,отдел,"Local area, holiday and travel"
department store ,универмаг,"Local area, holiday and travel"
destination ,место назначения,"Local area, holiday and travel"
direct ,прямой,"Local area, holiday and travel"
disco ,дискотека,"Local area, holiday and travel"
door ,дверь,"Local area, holiday and travel"
entrance ,вход,"Local area, holiday and travel"
exit ,выход,"Local area, holiday and travel"
experience ,опыт,"Local area, holiday and travel"
fact ,факт,"Local area, holiday and travel"
factory ,завод,"Local area, holiday and travel"
factory ,фабрика,"Local area, holiday and travel"
farm ,ферма,"Local area, holiday and travel"
festival ,фестиваль,"Local area, holiday and travel"
flight tickets ,авиабилеты,"Local area, holiday and travel"
"floor (1st, 2nd) ",этаж,"Local area, holiday and travel"
form ,бланк,"Local area, holiday and travel"
fountain ,фонтан,"Local area, holiday and travel"
ground floor ,первый этаж,"Local area, holiday and travel"
guest ,гость,"Local area, holiday and travel"
guide ,"гид, экскурсовод","Local area, holiday and travel"
guided tour ,экскурсия,"Local area, holiday and travel"
help ,помощь,"Local area, holiday and travel"
hire ,прокат,"Local area, holiday and travel"
historic ,исторический,"Local area, holiday and travel"
holidays (school) ,каникулы,"Local area, holiday and travel"
hospital ,больница,"Local area, holiday and travel"
hotel ,гостиница,"Local area, holiday and travel"
hotel (5*) ,отель,"Local area, holiday and travel"
ice rink ,каток,"Local area, holiday and travel"
information office ,справочное бюро,"Local area, holiday and travel"
"journey (short), trip ",поездка,"Local area, holiday and travel"
key ,ключ,"Local area, holiday and travel"
lake ,озеро,"Local area, holiday and travel"
library ,библиотека,"Local area, holiday and travel"
lift ,лифт,"Local area, holiday and travel"
local area ,местность,"Local area, holiday and travel"
luggage ,багаж,"Local area, holiday and travel"
map ,карта,"Local area, holiday and travel"
map (of town) ,план (города),"Local area, holiday and travel"
market ,рынок,"Local area, holiday and travel"
means of transport ,вид транспорта,"Local area, holiday and travel"
microwave ,микроволновка,"Local area, holiday and travel"
monument ,памятник,"Local area, holiday and travel"
motorbike ,мотоцикл,"Local area, holiday and travel"
mountain ,гора,"Local area, holiday and travel"
museum ,музей,"Local area, holiday and travel"
newspaper stall ,газетный киоск,"Local area, holiday and travel"
night club ,ночной клуб,"Local area, holiday and travel"
occupied/taken ,занято,"Local area, holiday and travel"
office ,офис,"Local area, holiday and travel"
on foot ,пешком,"Local area, holiday and travel"
on the left ,слева,"Local area, holiday and travel"
on the right ,справа,"Local area, holiday and travel"
open ,открыто,"Local area, holiday and travel"
palace ,дворец,"Local area, holiday and travel"
paper ,бумага,"Local area, holiday and travel"
park ,парк,"Local area, holiday and travel"
passenger ,пассажир,"Local area, holiday and travel"
passport ,паспорт,"Local area, holiday and travel"
passport control ,паспортный контроль,"Local area, holiday and travel"
petrol ,бензин,"Local area, holiday and travel"
place ,место,"Local area, holiday and travel"
plane ,самолёт,"Local area, holiday and travel"
platform ,платформа,"Local area, holiday and travel"
policeman ,полицейский; милиционер,"Local area, holiday and travel"
port ,порт,"Local area, holiday and travel"
post office ,почта,"Local area, holiday and travel"
postcard ,открытка,"Local area, holiday and travel"
poster ,плакат,"Local area, holiday and travel"
priority ,приоритет,"Local area, holiday and travel"
problem ,проблема,"Local area, holiday and travel"
public ,общественный,"Local area, holiday and travel"
public transport ,городской транспорт,"Local area, holiday and travel"
radio ,радио,"Local area, holiday and travel"
railway ,железная дорога,"Local area, holiday and travel"
